y_true,churn_probability,churn_prediction,cashback_pct,risk_score,risk_category,risk_tier,cluster,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,rfm_total,rfm_segment,device_per_tenure,cashback_per_order,inactivity_ratio,persona,recommended_action
1,0.9903894901275635,1,114.16,0.3893,High,High Risk,3,,Mobile,1,16.0,Debit Card,Female,2.0,4,Mobile Phone,5,Single,2,0,13.0,0.0,1.0,0.0,114.16,7,Recent Customers,4.0,57.08,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
1,0.9717913627624511,1,131.02,0.4455,High,High Risk,2,0.0,Computer,1,9.0,Cash on Delivery,Male,,3,Mobile,5,Single,1,0,22.0,0.0,1.0,4.0,131.02,4,Hibernating,3.0,65.51,4.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0,0,86.845,0.2903,Medium,Medium Risk,1,28.0,Computer,1,27.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Single,5,0,13.0,1.0,2.0,4.0,173.69,10,Loyal,0.1379310344827586,57.89666666666667,0.1379310344827586,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,277.79,0.9285,Critical,High Risk,2,27.0,Mobile,1,9.0,Debit Card,Male,2.0,3,Grocery,1,Married,4,0,14.0,,1.0,9.0,277.79,8,Hibernating,0.1071428571428571,138.895,0.3214285714285714,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.010606060922145843,0,89.215,0.2983,Medium,Medium Risk,1,12.0,Mobile,3,17.0,Debit Card,Female,4.0,4,Laptop & Accessory,1,Married,3,0,12.0,1.0,2.0,10.0,178.43,8,Loyal,0.3076923076923077,59.47666666666667,0.7692307692307693,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0018691588193178177,0,22.6025,0.0755,Very Low,Low Risk,0,5.0,Mobile,1,30.0,Credit Card,Male,4.0,5,Laptop & Accessory,1,Married,2,0,22.0,1.0,8.0,9.0,180.82,10,Champions,0.8333333333333334,20.09111111111111,1.5,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,26.87818181818182,0.0898,Very Low,Low Risk,0,30.0,Mobile,1,13.0,Debit Card,Female,2.0,3,Others,5,Divorced,6,0,,0.0,11.0,10.0,295.66,11,Champions,0.0967741935483871,24.638333333333332,0.3225806451612903,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.01764705926179886,0,63.715,0.2131,Low,Low Risk,3,5.0,Computer,1,19.0,UPI,Female,,4,Mobile,4,Divorced,2,0,20.0,0.0,2.0,2.0,127.43,7,Recent Customers,0.6666666666666666,42.47666666666667,0.3333333333333333,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,65.37666666666667,0.2185,Low,Low Risk,0,12.0,Mobile,1,6.0,Credit Card,Male,2.0,2,Fashion,2,Married,1,0,17.0,3.0,3.0,7.0,196.13,10,Champions,0.1538461538461538,49.0325,0.5384615384615384,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
1,0.8762358069419861,1,56.333333333333336,0.1951,Low,Low Risk,1,1.0,Mobile,3,16.0,Debit Card,Male,4.0,5,Mobile Phone,5,Married,5,0,13.0,3.0,3.0,3.0,169.0,10,Loyal,2.5,42.25,1.5,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,77.835,0.2601,Medium,Medium Risk,1,5.0,Mobile,3,9.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,2,0,20.0,1.0,2.0,3.0,155.67,9,Loyal,0.6666666666666666,51.88999999999999,0.5,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,145.07,0.4849,High,High Risk,2,22.0,Mobile,3,17.0,E wallet,Female,3.0,3,Laptop & Accessory,1,Single,4,0,12.0,0.0,1.0,4.0,145.07,5,Hibernating,0.1304347826086956,72.535,0.1739130434782608,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.010606060922145843,0,96.965,0.3242,Medium,Medium Risk,0,12.0,Mobile,3,9.0,Debit Card,Female,3.0,4,Laptop & Accessory,5,Married,5,0,16.0,1.0,2.0,8.0,193.93,9,Champions,0.3076923076923077,64.64333333333333,0.6153846153846154,VIP Ổn định,⭐ Đề xuất nâng cấp gói hội viên (Up-sell)
1,0.972506070137024,1,74.445,0.2564,Medium,Medium Risk,3,1.0,Mobile,1,25.0,Credit Card,Male,3.0,5,Mobile Phone,2,Single,3,1,14.0,1.0,2.0,2.0,148.89,8,Recent Customers,2.5,49.63,1.0,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0018691588193178177,0,127.82,0.4272,High,High Risk,3,14.0,Mobile,1,6.0,Debit Card,Male,,3,Mobile,1,Married,4,0,22.0,0.0,1.0,0.0,127.82,7,Recent Customers,0.2,63.91,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.01764705926179886,0,147.23,0.4922,Critical,High Risk,2,2.0,Mobile,1,9.0,Credit Card,Male,2.0,3,Mobile Phone,5,Single,2,1,18.0,0.0,1.0,5.0,147.23,5,Hibernating,1.0,73.615,1.6666666666666667,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.010606060922145843,0,23.48428571428571,0.0786,Very Low,Low Risk,1,21.0,Mobile,3,22.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,9,0,14.0,7.0,7.0,7.0,164.39,10,Loyal,0.1363636363636363,20.54875,0.3181818181818182,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,93.1,0.3112,Medium,Medium Risk,1,13.0,Mobile,3,28.0,Debit Card,Male,3.0,5,Laptop & Accessory,1,Married,5,1,13.0,1.0,2.0,5.0,186.2,9,Loyal,0.3571428571428571,62.06666666666666,0.3571428571428571,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,31.532999999999998,0.1054,Very Low,Low Risk,0,14.0,Mobile,1,11.0,Credit Card,Female,3.0,4,Others,3,Divorced,3,0,,1.0,10.0,10.0,315.33,11,Champions,0.2666666666666666,28.666363636363634,0.6666666666666666,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.01764705926179886,0,45.56,0.1524,Low,Low Risk,0,17.0,Mobile,1,13.0,Credit Card,Female,3.0,5,Others,3,Married,9,0,,7.0,7.0,15.0,318.92,11,Champions,0.2777777777777778,39.865,0.8333333333333334,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,80.665,0.2696,Medium,Medium Risk,1,19.0,Computer,1,30.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Married,3,1,16.0,2.0,2.0,9.0,161.33,7,Loyal,0.2,53.77666666666667,0.45,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,50.73333333333333,0.1696,Low,Low Risk,2,3.0,Computer,1,7.0,Debit Card,Male,4.0,6,Mobile Phone,1,Married,3,0,19.0,1.0,3.0,9.0,152.2,7,At Risk,1.5,38.05,2.25,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,22.259999999999998,0.0744,Very Low,Low Risk,1,4.0,Mobile,1,29.0,Credit Card,Male,3.0,4,Laptop & Accessory,2,Divorced,1,0,21.0,1.0,7.0,8.0,155.82,9,Loyal,0.8,19.4775,1.6,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,37.284,0.1246,Very Low,Low Risk,0,8.0,Mobile,1,15.0,Credit Card,Female,4.0,4,Laptop & Accessory,3,Single,5,0,12.0,1.0,5.0,4.0,186.42,11,Champions,0.4444444444444444,31.07,0.4444444444444444,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,48.51,0.1622,Low,Low Risk,0,20.0,Mobile,3,10.0,Debit Card,Female,3.0,4,Grocery,4,Married,10,0,13.0,,6.0,2.0,291.06,14,Champions,0.1904761904761904,41.58,0.0952380952380952,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,21.28076923076923,0.0711,Very Low,Low Risk,0,15.0,Mobile,1,8.0,Credit Card,Male,2.0,3,Grocery,5,Married,1,0,17.0,,13.0,7.0,276.65,12,Champions,0.1875,19.760714285714283,0.4375,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,143.35,0.4791,High,High Risk,3,2.0,Mobile,1,33.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,5,0,12.0,1.0,1.0,1.0,143.35,7,Recent Customers,1.0,71.675,0.3333333333333333,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
1,0.9717913627624511,1,131.61,0.4475,High,High Risk,3,7.0,Computer,1,30.0,Debit Card,Male,,3,Mobile,3,Married,4,1,22.0,0.0,1.0,0.0,131.61,7,Recent Customers,0.375,65.805,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
1,0.25389548391103745,0,298.59,1.0,Critical,High Risk,2,18.0,Mobile,1,8.0,Credit Card,Male,3.0,3,Others,5,Divorced,6,1,,1.0,1.0,4.0,298.59,9,Hibernating,0.1578947368421052,149.295,0.2105263157894736,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0,0,157.45,0.5263,Critical,High Risk,3,11.0,Mobile,1,29.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,10,0,14.0,0.0,1.0,2.0,157.45,9,Recent Customers,0.25,78.725,0.1666666666666666,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,138.38,0.4625,High,High Risk,3,6.0,Mobile,1,10.0,Credit Card,Female,2.0,4,Mobile Phone,4,Divorced,9,0,11.0,0.0,1.0,2.0,138.38,6,Recent Customers,0.5714285714285714,69.19,0.2857142857142857,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.03529411852359772,0,234.58,0.7843,Critical,High Risk,0,6.0,Computer,1,29.0,Debit Card,Female,3.0,3,Fashion,1,Single,2,1,12.0,3.0,,12.0,234.58,11,Champions,0.4285714285714285,234.58,1.7142857142857142,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.04102564156055451,0,121.77,0.4073,High,High Risk,3,,Mobile,1,9.0,Debit Card,Male,3.0,4,Mobile,2,Divorced,4,0,17.0,0.0,1.0,0.0,121.77,7,Recent Customers,4.0,60.885,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0,0,153.96,0.5146,Critical,High Risk,2,5.0,Mobile,3,16.0,E wallet,Male,2.0,3,Laptop & Accessory,2,Single,2,0,12.0,0.0,1.0,8.0,153.96,6,Hibernating,0.5,76.98,1.3333333333333333,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.04102564156055451,0,130.72,0.4372,High,High Risk,3,14.0,Mobile,1,25.0,Debit Card,Male,,3,Laptop & Accessory,5,Married,3,0,16.0,1.0,1.0,0.0,130.72,7,Recent Customers,0.2,65.36,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.04102564156055451,0,34.812,0.1167,Very Low,Low Risk,0,15.0,Mobile,1,30.0,Credit Card,Male,2.0,3,Fashion,5,Married,2,1,21.0,5.0,5.0,8.0,174.06,9,Champions,0.1875,29.01,0.5,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,87.605,0.2928,Medium,Medium Risk,1,20.0,Mobile,2,12.0,Credit Card,Male,4.0,4,Laptop & Accessory,4,Married,3,1,23.0,2.0,2.0,3.0,175.21,10,Loyal,0.1904761904761904,58.403333333333336,0.1428571428571428,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,73.675,0.2462,Low,Low Risk,2,11.0,Computer,1,7.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,8,0,15.0,1.0,2.0,9.0,147.35,5,Hibernating,0.25,49.11666666666667,0.75,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,90.735,0.3033,Medium,Medium Risk,1,10.0,Mobile,3,23.0,E wallet,Female,4.0,5,Laptop & Accessory,5,Married,6,0,14.0,2.0,2.0,3.0,181.47,10,Loyal,0.4545454545454545,60.49,0.2727272727272727,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
1,0.996668791770935,1,32.6375,0.1168,Very Low,Low Risk,0,1.0,Mobile,1,22.0,Credit Card,Male,3.0,4,Fashion,3,Divorced,9,1,13.0,,8.0,8.0,261.1,12,Champions,2.0,29.011111111111116,4.0,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.04102564156055451,0,80.585,0.2697,Medium,Medium Risk,1,14.0,Computer,1,16.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,10,1,15.0,1.0,2.0,1.0,161.17,11,Loyal,0.2666666666666666,53.72333333333333,0.0666666666666666,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,24.378333333333334,0.0815,Very Low,Low Risk,1,3.0,Mobile,1,12.0,Cash on Delivery,Female,2.0,4,Laptop & Accessory,2,Divorced,1,0,12.0,5.0,6.0,7.0,146.27,9,At Risk,1.0,20.895714285714288,1.75,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,72.6125,0.2427,Low,Low Risk,0,28.0,Mobile,1,6.0,Credit Card,Male,2.0,3,Others,5,Single,1,1,14.0,,4.0,13.0,290.45,10,Champions,0.1034482758620689,58.09,0.4482758620689655,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.01764705926179886,0,85.975,0.2875,Medium,Medium Risk,1,4.0,Computer,1,16.0,Credit Card,Female,4.0,4,Laptop & Accessory,3,Single,9,1,19.0,2.0,2.0,8.0,171.95,7,Loyal,0.8,57.31666666666666,1.6,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.04102564156055451,0,32.0925,0.1076,Very Low,Low Risk,2,5.0,Mobile,1,35.0,Debit Card,Female,,4,Mobile,4,Single,2,0,13.0,3.0,4.0,1.0,128.37,10,Hibernating,0.6666666666666666,25.674,0.1666666666666666,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.04102564156055451,0,20.80727272727273,0.0699,Very Low,Low Risk,0,9.0,Mobile,1,32.0,Credit Card,Female,3.0,4,Fashion,3,Married,3,1,12.0,1.0,11.0,,228.88,15,Champions,0.4,19.07333333333333,,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,55.42333333333334,0.1853,Low,Low Risk,1,13.0,Computer,3,27.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,4,0,19.0,2.0,3.0,3.0,166.27,10,Loyal,0.2857142857142857,41.5675,0.2142857142857142,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
1,0.9903894901275635,1,107.97,0.3686,High,High Risk,0,4.0,Mobile,3,32.0,E wallet,Male,3.0,5,Fashion,4,Single,4,1,13.0,2.0,2.0,,215.94,14,Champions,1.0,71.98,,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.0,0,97.95,0.3274,Medium,Medium Risk,0,22.0,Computer,1,7.0,Credit Card,Male,3.0,2,Grocery,2,Single,4,0,,1.0,3.0,2.0,293.85,13,Champions,0.0869565217391304,73.4625,0.0869565217391304,VIP Ổn định,⭐ Đề xuất nâng cấp gói hội viên (Up-sell)
0,0.04102564156055451,0,83.745,0.2802,Medium,Medium Risk,1,9.0,Computer,1,11.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Single,3,1,12.0,2.0,2.0,2.0,167.49,10,Loyal,0.4,55.830000000000005,0.2,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,139.75,0.4671,High,High Risk,2,13.0,Computer,1,15.0,UPI,Male,2.0,3,Laptop & Accessory,3,Married,4,0,11.0,1.0,1.0,7.0,139.75,4,Hibernating,0.2142857142857142,69.875,0.5,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.010606060922145843,0,120.66,0.4034,High,High Risk,3,,Mobile,1,7.0,Debit Card,Female,2.0,3,Mobile,5,Married,3,0,22.0,0.0,1.0,0.0,120.66,7,Recent Customers,3.0,60.33,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.07407407164573669,0,93.97,0.3147,Medium,Medium Risk,1,3.0,Computer,1,7.0,Debit Card,Male,4.0,2,Laptop & Accessory,3,Single,10,1,13.0,1.0,2.0,3.0,187.94,10,Loyal,0.5,62.64666666666667,0.75,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0018691588193178177,0,76.025,0.2541,Low,Low Risk,2,9.0,Mobile,1,30.0,Credit Card,Male,4.0,6,Mobile Phone,3,Married,2,0,17.0,2.0,2.0,4.0,152.05,8,Hibernating,0.6,50.68333333333334,0.4,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
1,0.750556793808937,1,76.475,0.2615,Medium,Medium Risk,2,1.0,Mobile,1,32.0,Debit Card,Male,3.0,4,Mobile Phone,1,Single,3,1,25.0,1.0,2.0,2.0,152.95,9,Hibernating,2.0,50.98333333333333,1.0,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,166.51,0.5565,Critical,High Risk,3,22.0,Mobile,1,11.0,Cash on Delivery,Male,3.0,3,Laptop & Accessory,3,Married,3,0,14.0,0.0,1.0,2.0,166.51,9,Recent Customers,0.1304347826086956,83.255,0.0869565217391304,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0,0,231.42,0.7735,Critical,High Risk,2,24.0,Mobile,1,17.0,Cash on Delivery,Female,2.0,4,Grocery,4,Single,4,0,16.0,0.0,1.0,3.0,231.42,10,Hibernating,0.16,115.71,0.12,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,148.295,0.4957,Critical,High Risk,0,17.0,Mobile,1,21.0,Debit Card,Male,4.0,4,Grocery,5,Married,8,0,,2.0,2.0,1.0,296.59,14,Champions,0.2222222222222222,98.86333333333332,0.0555555555555555,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.0,0,79.38,0.2653,Medium,Medium Risk,1,15.0,Mobile,1,14.0,Cash on Delivery,Female,3.0,2,Mobile Phone,3,Divorced,3,0,14.0,2.0,2.0,9.0,158.76,7,Loyal,0.125,52.92,0.5625,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0018691588193178177,0,74.84,0.2502,Low,Low Risk,2,12.0,Computer,1,9.0,Credit Card,Female,4.0,5,Mobile Phone,4,Married,6,0,15.0,1.0,2.0,6.0,149.68,7,At Risk,0.3846153846153846,49.89333333333334,0.4615384615384615,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,26.978571428571428,0.0902,Very Low,Low Risk,0,29.0,Computer,1,25.0,Credit Card,Male,4.0,4,Laptop & Accessory,4,Divorced,5,1,15.0,7.0,7.0,8.0,188.85,11,Champions,0.1333333333333333,23.60625,0.2666666666666666,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
1,0.9798902153968811,1,124.32,0.4232,High,High Risk,2,0.0,Computer,1,,Debit Card,Female,2.0,1,Mobile,3,Single,4,1,14.0,0.0,1.0,3.0,124.32,5,Hibernating,1.0,62.16,3.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,234.64,0.7843,Critical,High Risk,0,12.0,Mobile,1,16.0,Credit Card,Male,3.0,3,Fashion,3,Single,8,0,21.0,2.0,,2.0,234.64,14,Champions,0.2307692307692307,234.64,0.1538461538461538,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.0,0,14.682727272727272,0.0491,Very Low,Low Risk,1,14.0,Computer,3,16.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Single,2,0,13.0,3.0,11.0,9.0,161.51,9,Loyal,0.3333333333333333,13.459166666666668,0.6,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
1,0.16727368533611298,0,123.8,0.4151,High,High Risk,3,20.0,Computer,1,,Debit Card,Male,2.0,4,Mobile,2,Married,10,1,14.0,0.0,1.0,0.0,123.8,7,Recent Customers,0.1904761904761904,61.9,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,152.04,0.5082,Critical,High Risk,2,12.0,Mobile,2,8.0,Debit Card,Female,2.0,4,Laptop & Accessory,1,Married,9,0,11.0,1.0,1.0,4.0,152.04,5,Hibernating,0.3076923076923077,76.02,0.3076923076923077,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
1,0.5638901233673096,1,70.505,0.24,Low,Low Risk,3,1.0,Mobile,1,13.0,Debit Card,Male,4.0,2,Mobile Phone,5,Married,3,1,22.0,1.0,2.0,1.0,141.01,8,Recent Customers,1.0,47.00333333333333,0.5,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,30.308,0.1013,Very Low,Low Risk,1,18.0,Computer,3,8.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,5,0,22.0,3.0,5.0,7.0,151.54,8,At Risk,0.1578947368421052,25.256666666666664,0.3684210526315789,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,129.74,0.4337,High,High Risk,3,2.0,Mobile,1,15.0,Credit Card,Female,,3,Mobile,3,Married,10,0,17.0,0.0,1.0,2.0,129.74,6,Recent Customers,1.0,64.87,0.6666666666666666,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.30117647647857665,0,20.391666666666666,0.0705,Very Low,Low Risk,3,,Mobile,1,20.0,Debit Card,Male,2.0,3,Mobile,5,Married,2,1,14.0,5.0,6.0,8.0,122.35,7,At Risk,3.0,17.478571428571428,8.0,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.04102564156055451,0,42.1925,0.1413,Low,Low Risk,1,1.0,Mobile,1,24.0,Credit Card,Female,3.0,5,Laptop & Accessory,3,Married,3,0,16.0,1.0,4.0,3.0,168.77,10,Loyal,2.5,33.754000000000005,1.5,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
1,0.9717913627624511,1,131.02,0.4455,High,High Risk,2,0.0,Computer,1,9.0,Cash on Delivery,Male,,3,Mobile,5,Single,1,0,22.0,0.0,1.0,4.0,131.02,4,Hibernating,3.0,65.51,4.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
1,0.9699530124664306,1,76.815,0.2643,Medium,Medium Risk,2,1.0,Computer,2,29.0,UPI,Female,3.0,5,Mobile Phone,4,Married,3,0,13.0,2.0,2.0,1.0,153.63,10,Hibernating,2.5,51.21,0.5,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.1930232584476471,0,20.391666666666666,0.0696,Very Low,Low Risk,3,,Mobile,1,20.0,Debit Card,Male,2.0,3,Mobile,5,Divorced,2,1,14.0,2.0,6.0,8.0,122.35,7,At Risk,3.0,17.478571428571428,8.0,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,22.245714285714286,0.0744,Very Low,Low Risk,1,4.0,Computer,1,16.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Married,3,0,12.0,1.0,7.0,11.0,155.72,9,Loyal,0.8,19.465,2.2,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,74.055,0.2476,Low,Low Risk,2,8.0,Mobile,1,34.0,Credit Card,Female,4.0,4,Mobile Phone,4,Single,4,0,16.0,1.0,2.0,3.0,148.11,7,Hibernating,0.4444444444444444,49.370000000000005,0.3333333333333333,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.17407407164573668,0,18.381428571428568,0.0628,Very Low,Low Risk,3,0.0,Mobile,1,7.0,Credit Card,Male,,3,Mobile,5,Single,1,0,13.0,7.0,7.0,6.0,128.67,8,At Risk,3.0,16.08375,6.0,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,18.823,0.063,Very Low,Low Risk,0,14.0,Computer,1,18.0,Cash on Delivery,Female,4.0,4,Laptop & Accessory,3,Married,3,0,12.0,3.0,10.0,5.0,188.23,11,Champions,0.2666666666666666,17.11181818181818,0.3333333333333333,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,38.35333333333333,0.1283,Very Low,Low Risk,0,31.0,Mobile,1,25.0,Credit Card,Male,4.0,4,Fashion,2,Single,8,0,13.0,2.0,6.0,,230.12,15,Champions,0.125,32.87428571428571,,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,87.34,0.2919,Medium,Medium Risk,1,9.0,Computer,3,18.0,E wallet,Male,3.0,4,Laptop & Accessory,1,Married,3,0,12.0,2.0,2.0,3.0,174.68,10,Loyal,0.4,58.22666666666667,0.3,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,88.655,0.2963,Medium,Medium Risk,1,16.0,Mobile,1,10.0,Debit Card,Female,4.0,2,Laptop & Accessory,1,Married,4,1,14.0,2.0,2.0,4.0,177.31,10,Loyal,0.1176470588235294,59.10333333333333,0.2352941176470588,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.07407407164573669,0,99.255,0.3323,Medium,Medium Risk,0,12.0,Mobile,3,9.0,E wallet,Male,3.0,4,Fashion,4,Single,9,0,17.0,2.0,2.0,1.0,198.51,13,Champions,0.3076923076923077,66.17,0.0769230769230769,VIP Ổn định,⭐ Đề xuất nâng cấp gói hội viên (Up-sell)
0,0.01764705926179886,0,16.16125,0.0541,Very Low,Low Risk,3,7.0,Mobile,1,25.0,Debit Card,Female,,4,Mobile,1,Married,2,0,12.0,1.0,8.0,7.0,129.29,8,At Risk,0.5,14.365555555555554,0.875,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,142.58,0.4766,High,High Risk,3,25.0,Computer,1,25.0,Credit Card,Male,2.0,3,Mobile Phone,2,Divorced,1,0,18.0,1.0,1.0,2.0,142.58,7,Recent Customers,0.1153846153846153,71.29,0.0769230769230769,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.010606060922145843,0,75.295,0.2517,Low,Low Risk,2,22.0,Mobile,1,9.0,Cash on Delivery,Male,4.0,2,Mobile Phone,4,Single,7,0,12.0,1.0,2.0,1.0,150.59,9,Hibernating,0.0869565217391304,50.196666666666665,0.0434782608695652,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
