customer_index,risk_category,risk_score,cluster_id,persona_label,top_driver_1,top_driver_1_shap_value,top_driver_1_actual_rating,top_driver_2,top_driver_2_shap_value,top_driver_2_actual_rating,top_driver_3,top_driver_3_shap_value,top_driver_3_actual_rating
15803,Very Low,0.1509,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.6938,3.0,Checkin service,-0.263,2.0,Seat comfort,-0.1261,4.0
15804,Very Low,0.1617,C0,Hài Lòng Toàn Diện,inflight_experience_score,-0.3968,3.0,Cleanliness,-0.3092,4.0,Baggage handling,-0.3066,4.0
15805,Critical,0.9959,C0,Hài Lòng Toàn Diện,Seat comfort,-1.2353,3.0,Checkin service,-0.59,2.0,Online support,-0.5681,3.0
15806,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.1737,34.0,was_na_Seat comfort,-0.0125,0.0,was_na_Online boarding,0.0,0.0
15807,Very Low,0.15,C0,Hài Lòng Toàn Diện,Ease of Online booking,-0.5853,5.0,Departure/Arrival time convenient,-0.4816,,Gate location,-0.3245,4.0
15808,Medium,0.6038,C0,Hài Lòng Toàn Diện,loyal,-1.5617,0.0,Departure/Arrival time convenient,-0.5196,5.0,Ease of Online booking,-0.2217,2.0
15809,High,0.8491,C0,Hài Lòng Toàn Diện,loyal,-1.9306,0.0,Seat comfort,-1.1492,3.0,Inflight entertainment,-1.0715,2.0
15810,Medium,0.3127,C0,Hài Lòng Toàn Diện,loyal,-0.6967,0.0,Ease of Online booking,-0.345,2.0,Food and drink,-0.3385,5.0
15811,Critical,0.9748,C0,Hài Lòng Toàn Diện,loyal,-2.6272,0.0,Seat comfort,-1.2554,3.0,Inflight entertainment,-1.1378,2.0
15812,High,0.8461,C1,Trải Nghiệm Kém,Seat comfort,-1.0755,3.0,Inflight entertainment,-0.9972,3.0,Leg room service,-0.488,3.0
15813,Very Low,0.0,C0,Hài Lòng Toàn Diện,Class_ord,-0.2798,0.0,Seat comfort,-0.2086,3.0,biz_travel,-0.1078,0.0
15814,High,0.6896,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3426,3.0,Seat comfort,-1.0448,3.0,Cleanliness,-0.4344,3.0
15815,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.161,4.0,Age,-0.1331,57.0,Checkin service,-0.1326,4.0
15816,High,0.767,C1,Trải Nghiệm Kém,loyal,-1.0703,0.0,Baggage handling,-0.4395,3.0,Online support,-0.3247,3.0
15817,High,0.6999,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-1.9669,5.0,Seat comfort,-1.4818,2.0,Inflight entertainment,-1.2695,2.0
15818,Critical,0.9274,C1,Trải Nghiệm Kém,inflight_experience_score,-1.1888,2.29,Inflight entertainment,-0.926,1.0,Flight Distance,-0.8678,3601.0
15819,Low,0.3,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.1122,3.0,inflight_experience_score,-0.0755,3.14,Inflight wifi service,-0.0561,2.0
15820,Very Low,0.0,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.7082,3.0,was_na_Seat comfort,-0.0157,0.0,was_na_Online boarding,0.0,0.0
15821,Very Low,0.1571,C0,Hài Lòng Toàn Diện,Class_ord,-0.3218,0.0,Cleanliness,-0.2759,3.0,Inflight wifi service,-0.1359,4.0
15822,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.5923,3951.0,Cleanliness,-0.4347,3.0,Baggage handling,-0.3482,3.0
15823,Very Low,0.3,C0,Hài Lòng Toàn Diện,Departure Delay in Minutes,-0.2643,76.0,delay_severity,-0.1948,0.02,was_na_Seat comfort,-0.0147,0.0
15824,Very Low,0.0003,C0,Hài Lòng Toàn Diện,biz_travel,-0.6633,0.0,Leg room service,-0.3399,2.0,Seat comfort,-0.2962,3.0
15825,High,0.8455,C1,Trải Nghiệm Kém,Inflight entertainment,-1.1794,1.0,inflight_experience_score,-0.5535,2.71,Checkin service,-0.4673,1.0
15826,Very Low,0.3,C0,Hài Lòng Toàn Diện,was_na_Seat comfort,-0.0133,0.0,Ease of Online booking,-0.0089,5.0,delay_severity,-0.0004,0.0
15827,Low,0.3,C1,Trải Nghiệm Kém,loyal,-0.6397,0.0,Departure/Arrival time convenient,-0.3665,1.0,Gate location,-0.1603,3.0
15828,Very Low,0.0003,C0,Hài Lòng Toàn Diện,Class_ord,-0.2691,0.0,biz_travel,-0.0812,0.0,Age,-0.078,46.0
15829,Medium,0.5696,C1,Trải Nghiệm Kém,Baggage handling,-0.6314,3.0,Cleanliness,-0.527,3.0,Online support,-0.4033,3.0
15830,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.0472,51.0,delay_severity,-0.017,0.0,was_na_Seat comfort,-0.0122,0.0
15831,High,0.8494,C1,Trải Nghiệm Kém,loyal,-3.6789,0.0,Inflight entertainment,-1.7728,1.0,Seat comfort,-0.9592,1.0
15832,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.1474,997.0,Online boarding,-0.0216,4.0,was_na_Seat comfort,-0.0133,0.0
15833,Very Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.0354,4.0,was_na_Seat comfort,-0.0141,0.0,Inflight wifi service,-0.0085,4.0
15834,Very Low,0.0,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3398,5.0,Gate location,-0.0683,5.0,Online boarding,-0.0679,4.0
15835,Medium,0.3536,C0,Hài Lòng Toàn Diện,Online support,-0.7104,3.0,Cleanliness,-0.1811,4.0,Baggage handling,-0.1107,4.0
15836,High,0.6813,C0,Hài Lòng Toàn Diện,Inflight entertainment,-2.0862,3.0,Seat comfort,-1.2414,3.0,Ease of Online booking,-0.6589,5.0
15837,High,0.6998,C1,Trải Nghiệm Kém,Seat comfort,-1.8449,3.0,Departure/Arrival time convenient,-1.8123,5.0,Inflight entertainment,-1.4104,3.0
15838,Very Low,0.0024,C1,Trải Nghiệm Kém,inflight_experience_score,-0.5383,2.43,Baggage handling,-0.5075,1.0,Checkin service,-0.2053,2.0
15839,High,0.8496,C1,Trải Nghiệm Kém,Inflight entertainment,-1.4601,3.0,loyal,-1.2818,0.0,Seat comfort,-1.1946,3.0
15840,Medium,0.3005,C0,Hài Lòng Toàn Diện,Leg room service,-0.5505,3.0,Cleanliness,-0.1416,4.0,Checkin service,-0.1169,4.0
15841,High,0.8472,C1,Trải Nghiệm Kém,Seat comfort,-1.4278,2.0,Departure/Arrival time convenient,-0.7111,5.0,inflight_experience_score,-0.5646,2.71
15842,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.3738,3775.0,Age,-0.1351,59.0,was_na_Seat comfort,-0.0118,0.0
15843,Very Low,0.3,C1,Trải Nghiệm Kém,Gate location,-0.2449,4.0,Online support,-0.2316,2.0,Departure/Arrival time convenient,-0.1978,5.0
15844,Very Low,0.15,C0,Hài Lòng Toàn Diện,Class_ord,-0.6023,2.0,Ease of Online booking,-0.1133,5.0,delay_severity,-0.0803,0.0
15845,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.3402,5.0,Food and drink,-0.2868,4.0,Age,-0.1588,34.0
15846,Medium,0.5273,C1,Trải Nghiệm Kém,Food and drink,-0.4271,4.0,Ease of Online booking,-0.3515,2.0,Age,-0.3097,47.0
15847,Medium,0.5764,C0,Hài Lòng Toàn Diện,loyal,-1.12,0.0,Ease of Online booking,-0.2393,2.0,Gate location,-0.2338,3.0
15848,Very Low,0.3,C0,Hài Lòng Toàn Diện,Departure Delay in Minutes,-0.3654,101.0,Flight Distance,-0.086,2415.0,delay_severity,-0.0188,0.04
15849,High,0.8485,C1,Trải Nghiệm Kém,Seat comfort,-1.2509,3.0,loyal,-1.1586,0.0,Inflight entertainment,-1.1395,3.0
15850,Medium,0.4481,C0,Hài Lòng Toàn Diện,biz_travel,-1.2986,0.0,Gate location,-0.5731,3.0,Age,-0.3619,56.0
15851,Low,0.3,C0,Hài Lòng Toàn Diện,Leg room service,-0.4424,3.0,Inflight wifi service,-0.0823,4.0,Cleanliness,-0.055,4.0
15852,Low,0.3,C0,Hài Lòng Toàn Diện,loyal,-0.988,0.0,Departure/Arrival time convenient,-0.2836,5.0,Ease of Online booking,-0.1648,5.0
15853,Very Low,0.0,C1,Trải Nghiệm Kém,inflight_experience_score,-0.3842,2.86,Age,-0.192,33.0,Class_ord,-0.1852,0.0
15854,Very Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1416,4.0,Online boarding,-0.1054,4.0,Checkin service,-0.036,3.0
15855,Critical,0.9933,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2902,3.0,Seat comfort,-0.8338,2.0,inflight_experience_score,-0.7977,2.14
15856,Medium,0.5008,C1,Trải Nghiệm Kém,biz_travel,-0.7041,0.0,Departure/Arrival time convenient,-0.5255,5.0,Flight Distance,-0.4296,3560.0
15857,Critical,0.9911,C1,Trải Nghiệm Kém,Seat comfort,-0.9948,3.0,Online support,-0.5989,3.0,Cleanliness,-0.5623,3.0
15858,Very Low,0.0,C0,Hài Lòng Toàn Diện,Age,-0.2785,61.0,Departure/Arrival time convenient,-0.2363,4.0,Food and drink,-0.2199,4.0
15859,Medium,0.6267,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.8498,5.0,biz_travel,-0.7554,0.0,Flight Distance,-0.6414,4195.0
15860,Very Low,0.075,C1,Trải Nghiệm Kém,Class_ord,-0.2109,1.0,Flight Distance,-0.0376,1360.0,Cleanliness,-0.0285,4.0
15861,Critical,1.0,C1,Trải Nghiệm Kém,loyal,-4.0008,0.0,Seat comfort,-1.6413,1.0,Inflight entertainment,-1.4549,1.0
15862,Low,0.3,C0,Hài Lòng Toàn Diện,Departure Delay in Minutes,-0.2982,21.0,delay_severity,-0.0988,0.01,Cleanliness,-0.0897,4.0
15863,Very Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1466,4.0,was_na_Seat comfort,-0.0142,0.0,was_na_Online support,0.0,0.0
15864,Critical,0.8499,C1,Trải Nghiệm Kém,loyal,-1.855,0.0,Seat comfort,-1.62,2.0,inflight_experience_score,-0.9181,2.14
15865,High,0.6995,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3953,3.0,Seat comfort,-1.3164,3.0,Ease of Online booking,-1.0796,1.0
15866,Critical,0.9959,C1,Trải Nghiệm Kém,Gate location,-1.4209,3.0,Inflight entertainment,-1.3825,3.0,Seat comfort,-1.2727,1.0
15867,Critical,0.9997,C1,Trải Nghiệm Kém,Seat comfort,-1.8197,2.0,inflight_experience_score,-0.8248,2.71,Inflight entertainment,-0.6978,2.0
15868,Very Low,0.3,C0,Hài Lòng Toàn Diện,Inflight wifi service,-0.0869,5.0,was_na_Seat comfort,-0.0149,0.0,was_na_Online boarding,0.0,0.0
15869,Critical,0.9893,C1,Trải Nghiệm Kém,Seat comfort,-1.1463,3.0,Online support,-0.6314,3.0,Baggage handling,-0.6014,3.0
15870,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.3062,3665.0,Age,-0.1696,60.0,was_na_Seat comfort,-0.0122,0.0
15871,Low,0.3,C0,Hài Lòng Toàn Diện,Departure Delay in Minutes,-0.5169,95.0,Departure/Arrival time convenient,-0.3234,5.0,Gate location,-0.2738,5.0
15872,Very Low,0.0,C0,Hài Lòng Toàn Diện,Gate location,-0.5783,4.0,Departure/Arrival time convenient,-0.5583,5.0,Cleanliness,-0.1612,3.0
15873,Low,0.3,C0,Hài Lòng Toàn Diện,Online support,-0.4867,3.0,Checkin service,-0.2683,2.0,Class_ord,-0.1138,2.0
15874,High,0.6994,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.7465,3.0,Seat comfort,-1.5979,3.0,Departure/Arrival time convenient,-1.4799,5.0
15875,Very Low,0.0018,C0,Hài Lòng Toàn Diện,biz_travel,-0.8834,0.0,Class_ord,-0.3573,0.0,Age,-0.2505,48.0
15876,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.0752,51.0,Inflight wifi service,-0.0457,5.0,delay_severity,-0.0184,0.0
15877,Very Low,0.3,C1,Trải Nghiệm Kém,inflight_experience_score,-0.3759,2.86,Cleanliness,-0.0893,4.0,Flight Distance,-0.0776,2264.0
15878,Critical,0.8497,C1,Trải Nghiệm Kém,loyal,-2.0103,0.0,Seat comfort,-1.2554,2.0,Inflight entertainment,-1.0662,2.0
15879,High,0.7161,C1,Trải Nghiệm Kém,loyal,-0.6649,0.0,Baggage handling,-0.5723,3.0,Cleanliness,-0.424,3.0
15880,High,0.6997,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-2.2822,5.0,Departure Delay in Minutes,-1.6637,519.0,Inflight entertainment,-1.0547,2.0
15881,Low,0.3,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3614,5.0,Gate location,-0.3309,5.0,Inflight wifi service,-0.2423,5.0
15882,Very Low,0.0003,C0,Hài Lòng Toàn Diện,biz_travel,-0.6181,0.0,Class_ord,-0.2623,0.0,Inflight wifi service,-0.1216,5.0
15883,Critical,0.85,C1,Trải Nghiệm Kém,loyal,-3.0942,0.0,Seat comfort,-2.8152,1.0,Departure/Arrival time convenient,-1.6077,
15884,Critical,0.9996,C1,Trải Nghiệm Kém,loyal,-2.6978,0.0,Age,-1.4103,36.0,Seat comfort,-1.151,3.0
15885,Critical,1.0,C1,Trải Nghiệm Kém,Seat comfort,-1.4024,2.0,Departure/Arrival time convenient,-1.0109,5.0,Inflight entertainment,-0.8817,1.0
15886,Low,0.3,C0,Hài Lòng Toàn Diện,loyal,-0.6532,0.0,Departure/Arrival time convenient,-0.3669,,Age,-0.2322,37.0
15887,Medium,0.461,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.6873,5.0,biz_travel,-0.6207,0.0,Gate location,-0.3985,5.0
15888,Very Low,0.15,C0,Hài Lòng Toàn Diện,Gate location,-0.1498,4.0,Checkin service,-0.1298,1.0,Leg room service,-0.1215,2.0
15889,Critical,0.9999,C1,Trải Nghiệm Kém,Seat comfort,-2.1239,2.0,Class_ord,-0.8329,2.0,Gate location,-0.6814,5.0
15890,Very Low,0.075,C1,Trải Nghiệm Kém,Class_ord,-0.5171,1.0,Flight Distance,-0.2844,2367.0,Cleanliness,-0.0307,4.0
15891,Very Low,0.15,C1,Trải Nghiệm Kém,Checkin service,-0.2791,1.0,Baggage handling,-0.2656,3.0,Gate location,-0.257,3.0
15892,Medium,0.3019,C0,Hài Lòng Toàn Diện,Ease of Online booking,-0.5356,1.0,Gate location,-0.3821,5.0,loyal,-0.3081,0.0
15893,Medium,0.3167,C0,Hài Lòng Toàn Diện,biz_travel,-0.9009,0.0,Gate location,-0.873,4.0,Seat comfort,-0.8658,3.0
15894,Critical,0.9701,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3799,3.0,Checkin service,-0.5391,1.0,Seat comfort,-0.5322,3.0
15895,Low,0.3,C0,Hài Lòng Toàn Diện,On-board service,-0.2299,1.0,Leg room service,-0.1588,2.0,Flight Distance,-0.1392,3437.0
15896,High,0.8481,C1,Trải Nghiệm Kém,loyal,-1.7816,0.0,Seat comfort,-1.2804,3.0,Inflight entertainment,-1.1158,3.0
15897,Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.4401,5.0,Departure/Arrival time convenient,-0.1911,5.0,Cleanliness,-0.1194,4.0
15898,Critical,0.9917,C1,Trải Nghiệm Kém,Seat comfort,-1.9023,2.0,inflight_experience_score,-0.9071,2.57,Gate location,-0.6252,4.0
15899,High,0.6998,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.7328,3.0,Seat comfort,-1.7276,3.0,biz_travel,-1.1771,0.0
15900,Very Low,0.0,C0,Hài Lòng Toàn Diện,biz_travel,-0.1865,0.0,Class_ord,-0.1454,0.0,Age,-0.0936,33.0
15901,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.7222,3727.0,Gate location,-0.4735,5.0,Food and drink,-0.4015,3.0
15902,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.0747,1243.0,delay_severity,-0.0381,0.0,Inflight wifi service,-0.0265,5.0
15903,Very Low,0.0,C0,Hài Lòng Toàn Diện,Gate location,-0.2913,5.0,Departure/Arrival time convenient,-0.2606,5.0,Class_ord,-0.123,0.0
15904,Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.3807,5.0,Departure/Arrival time convenient,-0.2539,5.0,Class_ord,-0.1525,2.0
15905,Critical,0.85,C1,Trải Nghiệm Kém,loyal,-1.6986,0.0,Seat comfort,-1.2774,3.0,Inflight entertainment,-1.2263,3.0
15906,Low,0.3,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.8225,3.0,Departure/Arrival time convenient,-0.5837,,Gate location,-0.3946,3.0
15907,Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.5101,5.0,Flight Distance,-0.2437,3851.0,Age,-0.1796,31.0
15908,Medium,0.3007,C1,Trải Nghiệm Kém,Checkin service,-0.127,4.0,Flight Distance,-0.0798,2539.0,ground_experience_score,-0.062,3.2
15909,Medium,0.6358,C0,Hài Lòng Toàn Diện,loyal,-1.2976,0.0,Online support,-0.4132,3.0,Gate location,-0.2654,3.0
15910,High,0.8365,C1,Trải Nghiệm Kém,loyal,-1.0957,0.0,Cleanliness,-0.5303,3.0,delay_severity,-0.3496,0.02
15911,Very Low,0.0806,C0,Hài Lòng Toàn Diện,Food and drink,-1.0149,5.0,biz_travel,-0.8273,0.0,Class_ord,-0.3106,1.0
15912,Critical,0.9247,C1,Trải Nghiệm Kém,Seat comfort,-1.1782,2.0,inflight_experience_score,-0.8981,2.0,Cleanliness,-0.7788,3.0
15913,Critical,0.9244,C1,Trải Nghiệm Kém,Seat comfort,-1.3067,2.0,Inflight entertainment,-1.1038,2.0,inflight_experience_score,-0.6316,2.71
15914,Critical,0.8497,C1,Trải Nghiệm Kém,loyal,-1.8442,0.0,Seat comfort,-1.3974,2.0,Inflight entertainment,-1.141,2.0
15915,Medium,0.3911,C1,Trải Nghiệm Kém,Ease of Online booking,-0.7695,1.0,Leg room service,-0.2616,3.0,Class_ord,-0.2394,0.0
15916,High,0.6985,C1,Trải Nghiệm Kém,Inflight entertainment,-1.4442,3.0,Seat comfort,-1.3453,3.0,Departure/Arrival time convenient,-0.5827,4.0
15917,Medium,0.501,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.7358,3.0,Age,-0.4137,59.0,Seat comfort,-0.322,4.0
15918,Very Low,0.0015,C0,Hài Lòng Toàn Diện,biz_travel,-0.9941,0.0,Departure Delay in Minutes,-0.5186,71.0,Class_ord,-0.3381,0.0
15919,High,0.6999,C1,Trải Nghiệm Kém,Seat comfort,-1.7295,2.0,Departure/Arrival time convenient,-1.2708,4.0,Inflight entertainment,-1.2389,2.0
15920,Critical,0.9985,C1,Trải Nghiệm Kém,Seat comfort,-1.3679,2.0,Inflight entertainment,-1.3078,3.0,inflight_experience_score,-0.936,2.57
15921,Medium,0.3847,C1,Trải Nghiệm Kém,Flight Distance,-0.4125,3221.0,Online support,-0.2903,3.0,Ease of Online booking,-0.2636,3.0
15922,High,0.6997,C0,Hài Lòng Toàn Diện,Seat comfort,-1.8005,3.0,Inflight entertainment,-1.2562,3.0,Departure/Arrival time convenient,-1.2408,5.0
15923,Medium,0.3754,C0,Hài Lòng Toàn Diện,Cleanliness,-0.4331,4.0,Departure/Arrival time convenient,-0.3572,5.0,Baggage handling,-0.2541,4.0
15924,High,0.8357,C1,Trải Nghiệm Kém,Seat comfort,-1.1336,2.0,Cleanliness,-0.8643,3.0,Inflight entertainment,-0.8241,2.0
15925,High,0.775,C0,Hài Lòng Toàn Diện,Seat comfort,-1.8382,2.0,Departure/Arrival time convenient,-1.4832,,biz_travel,-1.1807,0.0
15926,Very Low,0.3,C0,Hài Lòng Toàn Diện,delay_severity,-0.2766,0.02,Class_ord,-0.1649,2.0,was_na_Seat comfort,-0.0153,0.0
15927,Low,0.3,C1,Trải Nghiệm Kém,Cleanliness,-0.1476,4.0,Checkin service,-0.0678,3.0,inflight_experience_score,-0.0636,3.14
15928,Medium,0.4475,C0,Hài Lòng Toàn Diện,loyal,-1.232,0.0,Class_ord,-0.4714,0.0,Gate location,-0.254,3.0
15929,High,0.8429,C1,Trải Nghiệm Kém,loyal,-1.8441,0.0,Inflight entertainment,-1.2841,3.0,Seat comfort,-1.0349,3.0
15930,High,0.7284,C1,Trải Nghiệm Kém,biz_travel,-1.1307,0.0,Departure/Arrival time convenient,-1.0417,4.0,Seat comfort,-0.9806,3.0
15931,Critical,0.8499,C1,Trải Nghiệm Kém,Seat comfort,-1.5952,1.0,Ease of Online booking,-1.1897,1.0,Gate location,-1.0798,5.0
15932,Very Low,0.3,C1,Trải Nghiệm Kém,Inflight entertainment,-0.6394,3.0,Gate location,-0.363,3.0,Flight Distance,-0.3424,3467.0
15933,Medium,0.3005,C1,Trải Nghiệm Kém,Flight Distance,-0.2907,4512.0,Leg room service,-0.2292,3.0,On-board service,-0.0562,3.0
15934,Very Low,0.0,C0,Hài Lòng Toàn Diện,biz_travel,-0.7486,0.0,Class_ord,-0.2544,0.0,ground_experience_score,-0.0874,3.4
15935,Critical,0.85,C1,Trải Nghiệm Kém,loyal,-1.8941,0.0,Seat comfort,-1.2609,2.0,Inflight entertainment,-1.1448,2.0
15936,Very Low,0.0,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.8841,2.0,Seat comfort,-0.3848,3.0,biz_travel,-0.2985,0.0
15937,Very Low,0.0,C0,Hài Lòng Toàn Diện,biz_travel,-0.5132,0.0,Class_ord,-0.181,0.0,Seat comfort,-0.1627,3.0
15938,Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.3947,5.0,Inflight wifi service,-0.3117,5.0,Departure/Arrival time convenient,-0.3105,5.0
15939,Low,0.3,C0,Hài Lòng Toàn Diện,delay_severity,-0.0207,0.0,was_na_Seat comfort,-0.018,0.0,was_na_Departure/Arrival time convenient,-0.0001,0.0
15940,Medium,0.3202,C1,Trải Nghiệm Kém,Cleanliness,-0.6253,3.0,Baggage handling,-0.5994,3.0,inflight_experience_score,-0.4479,2.71
15941,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.5108,5.0,Departure/Arrival time convenient,-0.2673,5.0,Cleanliness,-0.133,4.0
15942,Very Low,0.075,C0,Hài Lòng Toàn Diện,Age,-0.354,63.0,Class_ord,-0.2851,1.0,biz_travel,-0.0894,0.0
15943,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.355,3546.0,Age,-0.0559,53.0,delay_severity,-0.0175,0.0
15944,Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.0808,49.0,delay_severity,-0.0253,0.01,was_na_Seat comfort,-0.0169,0.0
15945,High,0.8331,C0,Hài Lòng Toàn Diện,loyal,-2.1692,0.0,Inflight entertainment,-1.3751,2.0,Seat comfort,-1.2183,2.0
15946,Very Low,0.3,C0,Hài Lòng Toàn Diện,was_na_Seat comfort,-0.0125,0.0,was_na_Gate location,0.0,0.0,was_na_Online support,0.0,0.0
15947,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.4147,5.0,Departure/Arrival time convenient,-0.192,5.0,Cleanliness,-0.1205,4.0
15948,Very Low,0.1604,C1,Trải Nghiệm Kém,Seat comfort,-0.9409,2.0,inflight_experience_score,-0.557,2.0,Inflight entertainment,-0.2219,1.0
15949,Very Low,0.1509,C1,Trải Nghiệm Kém,Seat comfort,-0.35,4.0,Checkin service,-0.1856,3.0,Online support,-0.1806,2.0
15950,High,0.6939,C1,Trải Nghiệm Kém,Inflight entertainment,-1.6907,3.0,Seat comfort,-1.2279,3.0,biz_travel,-0.9718,0.0
15951,Critical,0.8499,C1,Trải Nghiệm Kém,loyal,-2.4434,0.0,Seat comfort,-1.4274,2.0,Inflight entertainment,-1.3485,1.0
15952,Critical,1.0,C1,Trải Nghiệm Kém,Seat comfort,-2.4681,1.0,inflight_experience_score,-1.3262,2.29,Gate location,-1.2065,4.0
15953,Critical,0.9957,C1,Trải Nghiệm Kém,Seat comfort,-1.0571,2.0,inflight_experience_score,-0.9041,2.0,Class_ord,-0.5962,2.0
15954,Critical,1.0,C1,Trải Nghiệm Kém,Seat comfort,-2.7934,1.0,inflight_experience_score,-1.2234,2.29,Gate location,-1.0868,5.0
15955,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.0744,54.0,Online boarding,-0.0565,4.0,Inflight wifi service,-0.0175,5.0
15956,Medium,0.5168,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.969,3.0,Online support,-0.2773,2.0,Cleanliness,-0.2325,4.0
15957,Medium,0.3027,C0,Hài Lòng Toàn Diện,Baggage handling,-0.3179,3.0,Cleanliness,-0.2822,3.0,Leg room service,-0.2549,3.0
15958,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.0929,2512.0,Cleanliness,-0.0868,4.0,Online boarding,-0.0774,4.0
15959,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.3365,3790.0,Cleanliness,-0.0662,4.0,was_na_Seat comfort,-0.0168,0.0
15960,Very Low,0.075,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.7073,5.0,Inflight entertainment,-0.402,,Gate location,-0.2856,4.0
15961,High,0.8494,C1,Trải Nghiệm Kém,loyal,-1.7264,0.0,Seat comfort,-1.1314,2.0,Inflight entertainment,-0.9949,2.0
15962,Very Low,0.152,C1,Trải Nghiệm Kém,Age,-0.8438,71.0,Seat comfort,-0.5335,2.0,Ease of Online booking,-0.4608,2.0
15963,Very Low,0.075,C1,Trải Nghiệm Kém,Departure Delay in Minutes,-0.4275,83.0,Ease of Online booking,-0.3182,1.0,Checkin service,-0.2629,1.0
15964,Medium,0.478,C0,Hài Lòng Toàn Diện,Food and drink,-0.3999,4.0,Gate location,-0.3448,3.0,Checkin service,-0.2618,2.0
15965,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.416,5.0,Leg room service,-0.2994,3.0,Departure/Arrival time convenient,-0.2562,5.0
15966,Very Low,0.15,C0,Hài Lòng Toàn Diện,Baggage handling,-0.3864,3.0,Leg room service,-0.2151,3.0,Ease of Online booking,-0.1145,5.0
15967,Very Low,0.0,C0,Hài Lòng Toàn Diện,biz_travel,-0.3218,0.0,Age,-0.1529,70.0,Class_ord,-0.0653,0.0
15968,Medium,0.3003,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1792,4.0,Baggage handling,-0.0272,4.0,was_na_Seat comfort,-0.0204,0.0
15969,Very Low,0.3,C1,Trải Nghiệm Kém,inflight_experience_score,-0.2729,3.0,Cleanliness,-0.1024,4.0,Checkin service,-0.036,4.0
15970,Critical,0.85,C1,Trải Nghiệm Kém,Seat comfort,-2.7224,1.0,loyal,-1.6277,0.0,Inflight entertainment,-1.4722,1.0
15971,Very Low,0.15,C0,Hài Lòng Toàn Diện,Class_ord,-0.3387,0.0,Seat comfort,-0.1959,3.0,Age,-0.1221,33.0
15972,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.2111,353.0,Cleanliness,-0.0746,4.0,Inflight wifi service,-0.029,5.0
15973,Very Low,0.0,C1,Trải Nghiệm Kém,inflight_experience_score,-0.5091,1.5,Inflight entertainment,-0.4586,2.0,Online support,-0.2469,3.0
15974,Very Low,0.15,C0,Hài Lòng Toàn Diện,Age,-0.1983,57.0,Class_ord,-0.1747,0.0,Ease of Online booking,-0.1348,5.0
15975,Medium,0.3003,C0,Hài Lòng Toàn Diện,On-board service,-0.4044,1.0,Age,-0.4004,10.0,Leg room service,-0.2045,2.0
